strain	date	country	region	clade_membership	author	accession	location	database
MN-MDH-RSVA-01072	2024-01-12	USA	North America	A.D.3.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.	PQ788247		
MN-MDH-RSVA-00987	2024-01-28	USA	North America	A.D.3.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762491		
MN-MDH-RSVA-00123	2023-10-25	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386337		
MN-MDH-RSVA-00027	2023-09-12	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP135023		
MN-MDH-RSVA-00538	2024-01-11	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847380		
MN-MDH-RSVA-00896	2024-02-17	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978507		
MN-MDH-RSVA-00329	2024-01-01	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709398		
MN-MDH-RSVA-00195	2023-11-05	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504628		
MN-MDH-RSVA-00138	2023-10-28	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386349		
MN-MDH-RSVA-00130	2023-10-27	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386344		
MN-MDH-RSVA-00129	2023-10-27	USA	North America	A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386343		
hRSV/A/Germany/22-02323/2021	2021-12-07	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795466		
hRSV/A/USA/2022AF7QA/2022	2022-10-31	USA	North America	A.D.3	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.,Sobolik,E.	OP890315		
hRSV/A/Germany/23-01354/2022	2022-11-22	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795478		
Kilifi/RSVA/HF20224_2023-01-28	2023-01-28	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162279		
Kilifi/RSVA/HF20225_2023-01-28	2023-01-28	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162280		
hRSV-A-D13J40O5	2022-10-30	USA	North America	A.D.3	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872605		
PP760406	2023-01-31	USA	North America	A.D.3	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	PP760406		
MN-MDH-RSVA-00517	2024-01-06	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847359		
MN-MDH-RSVA-00620	2024-02-13	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910780		
MN-MDH-RSVA-00979	2024-01-13	USA	North America	A.D.3	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762483		
MN-MDH-RSVA-00910	2024-02-25	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978521		
MN-MDH-RSVA-01016	2024-05-08	USA	North America	A.D.3	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762520		
MN-MDH-RSVA-00222	2023-11-13	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504654		
RSV-A/human/USA/MA-Broad_BWH-19816/2023	2023-10-25	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178402		
MN-MDH-RSVA-00750	2024-02-10	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957763		
MN-MDH-RSVA-00845	2024-02-10	USA	North America	A.D.3	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973780		
MN-MDH-RSVA-00152	2023-11-05	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386360		
hRSV/A/Germany/23-02209/2022	2022-12-07	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795480		
038-0003	2023-12-12	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762961		
A19160789	2023-11-20	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970047		
Kilifi/RSVA/HF20220_2022	2022-12-31	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162275		
MN-MDH-RSVA-00257	2023-11-26	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594814		
MN-MDH-RSVA-00736	2024-02-01	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957749		
MN-MDH-RSVA-00052	2023-10-09	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP237784		
MN-MDH-RSVA-00055	2023-10-09	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP237786		
MN-MDH-RSVA-00536	2024-01-11	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847378		
MN-MDH-RSVA-00393	2023-12-30	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709447		
MN-MDH-RSVA-00277	2023-12-03	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668163		
MN-MDH-RSVA-00172	2023-11-27	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP401817		
MN-MDH-RSVA-00270	2023-12-04	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594816		
MN-MDH-RSVA-00285	2023-12-05	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668171		
MN-MDH-RSVA-00540	2024-01-13	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847382		
MN-MDH-RSVA-00215	2023-11-13	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504647		
MN-MDH-RSVA-00521	2024-01-09	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847363		
MN-MDH-RSVA-00607	2024-01-26	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910767		
MN-MDH-RSVA-00748	2024-02-08	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957761		
MN-MDH-RSVA-00592	2023-12-26	USA	North America	A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910752		
MN-MDH-RSVA-01067	2024-01-15	USA	North America	A.D.3.6	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.	PQ788252		
MN-MDH-RSVA-00983	2024-01-15	USA	North America	A.D.3.6	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762487		
2023-02R0778	2023-12-18	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974156		
2023-00R0337	2022-11-18	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974159		
010102034	2019-01-28	Canada	North America	A.D.3	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	PP376758		
Patient_D_D0	2021-04-01	France	Europe	A.D.3	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500256		
2023-12R0063	2023-12-22	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974162		
009-0020	2023-09-24	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762684		
RSV/Human/USA/MA-Broad_MGB-13702/2022	2022-11-03	USA	North America	A.D.3	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024119		
RSV/Human/USA/MA-Broad_MGB-13701/2022	2022-11-03	USA	North America	A.D.3	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024123		
A19160765	2023-10-31	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970030		
hRSV/A/Kunming/1052455/2024	2024-01-14	China	Asia	A.D.3	Guo,L.,Li,M.,Zhou,J.,Liang,Y.,Mao,Y.	PP819400		
2023-02R1462	2024-01-03	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974169		
2022-07R0019	2022-01-28	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974154		
2023-03R0590	2023-12-08	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974161		
2023-03R0418	2023-12-19	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974168		
2023-R0878	2023-12-18	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974163		
hRSV/A/Kunming/1043622/2024	2024-03-01	China	Asia	A.D.3	Guo,L.,Wang,Y.,Zhou,J.,Liang,Y.,Mao,Y.	PP833560		
039-0001	2023-11-12	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763155		
009-0022	2023-09-26	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762685		
2311V050010	2023-11-05	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899865		
2023-02R1118	2023-12-10	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974164		
2023-01R0919	2022-11-18	China	Asia	A.D.3	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974167		
2402V020241	2024-02-02	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899857		
2401V220086	2024-01-20	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899855		
2401V190175	2024-01-19	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899852		
MN-MDH-RSVA-00012	2023-08-08	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP135009		
hRSV-A-D13J36K5	2022-10-28	USA	North America	A.D.3	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872627		
hRSV-A-G43R13W0	2023-10-10	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP270241		
PP352355	2022-10-01	USA	North America	A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352355		
PP352381	2022-12-01	USA	North America	A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352381		
RSVA/human/USA/MT-USAFSAM-R00020/2022	2022-12-08	USA	North America	A.D.3	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681251		
ASU102759	2023-01-01	USA	North America	A.D.3	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143210		
MN-MDH-RSVA-00151	2023-11-03	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386359		
A18321093	2022-11-13	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970059		
PP352323	2021-10-31	USA	North America	A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352323		
hRSV-A-G43R27R5	2023-11-14	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP270237		
PP352353	2022-10-25	USA	North America	A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352353		
PP352371	2022-12-31	USA	North America	A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352371		
RSV - A/B_bjx5te	2024-01-30	Switzerland	Europe	A.D.3		m2-Q8Ba9A	BS	ReVSeq
RSV - A/B_78gtmy	2024-02-23	Switzerland	Europe	A.D.3		m2-yebiMQ	ZH	ReVSeq
RSV - A/B_d5w2un	2023-12-27	Switzerland	Europe	A.D.3		m2-gnDemF	BS	ReVSeq
RSV - A/B_4rywle	2023-12-29	Switzerland	Europe	A.D.3		m2-Zu3u7N	AG	ReVSeq
A18321038	2022-10-13	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969967		
A18321053	2022-11-06	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969975		
A18321050	2022-11-01	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969973		
A18321079	2022-11-13	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969978		
A18321090	2022-11-13	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970010		
KW/RSVA/2253	2021-10-19	Kuwait	Asia	A.D.3	Madi,N.	PP151351		
KW/RSVA/45534	2022-02-14	Kuwait	Asia	A.D.3	Madi,N.	PP151374		
KW/RSVA/44512	2022-05-11	Kuwait	Asia	A.D.3	Madi,N.	PP151368		
RSV-A/human/USA/MA-Broad_MGH-16152/2023	2023-11-26	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178490		
RSV-A/human/USA/MA-Broad_MGH-21570/2023	2023-11-10	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178337		
RSV-A/human/USA/MA-Broad_MGH-16053/2023	2023-11-01	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178610		
RSV-A/human/USA/MA-Broad_MGH-21396/2023	2023-11-11	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178559		
RSV-A/human/USA/MA-Broad_MGH-16062/2023	2023-11-01	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178290		
RSV-A/human/USA/MA-Broad_MGH-21538/2023	2023-11-07	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178259		
RSV-A/human/USA/MA-Broad_MGH-16050/2023	2023-11-01	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178539		
RSV-A/human/USA/MA-Broad_MGH-16431/2023	2023-12-09	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178579		
RSV-A/human/USA/MA-Broad_MGH-16432/2023	2023-12-09	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178571		
Kilifi/RSVA/HF20221_2022	2022-10-05	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162276		
Kilifi/RSVA/HF20215_2022-06-12	2022-06-12	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162270		
Kilifi/RSVA/HF20199_2022-03-21	2022-03-21	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162254		
Kilifi/RSVA/HF20207_2022-04-26	2022-04-26	Kenya	Africa	A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162262		
WA-UW-43417	2024-01-03	USA	North America	A.D.3	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PP530261		
hRSV/A/Germany/21-06819/2021	2021-09-09	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795416		
hRSV/A/Austria/MUW1446022/2021	2021-09-09	Austria	Europe	A.D.3	Redlberger-Fritz,M.,Springer,D.N.,Aberle,S.W.,Camp,J.V.,Aberle,J.H.	OQ261748		
hRSV/A/Germany/22-00766/2021	2021-10-20	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795437		
hRSV/A/Germany/22-02018/2021	2021-11-26	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795459		
RSVLO387	2021-07-27	United Kingdom	Europe	A.D.3	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348987		
hRSV/A/Germany/22-00345/2021	2021-10-12	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795426		
hRSV/A/Germany/22-00774/2021	2021-10-22	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795438		
hRSV/A/Germany/22-01517/2021	2021-11-11	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795453		
hRSV/A/Germany/21-07170/2021	2021-09-23	Germany	Europe	A.D.3	Kondgen,S.,Reiche,J.	OR795420		
hRSV-A-HCV10794	2022-10-24	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	OR915760		
hRSV-A-G43Q62D4	2023-05-18	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882969		
hRSV-A-HCV11056	2022-10-31	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	OR915737		
hRSV-A-HS15974	2022-10-28	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883010		
hRSV-A-HCV11051	2022-10-31	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP903805		
hRSV-A-HS15972	2022-10-28	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP903830		
ASU102746	2023-01-06	USA	North America	A.D.3	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143202		
hRSV-A-G43Q37A9	2023-02-26	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882988		
hRSV-A-G43Q37B5	2023-02-28	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882992		
MN-MDH-RSVA-00272	2023-11-22	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594804		
RSV-A/human/USA/WA-S25766/2022	2022-11-03	USA	North America	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638717	King County WA	
RSV-A/human/USA/WA-S23755/2022	2022-11-06	USA	North America	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522468	King County WA	
