strain	date	country	region	clade_membership	author	accession	location	database
RSV/Human/USA/MA-Broad_MGB-13733/2022	2022-11-14	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024113		
ASU102697	2022-12-17	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143167		
ASU102751	2022-12-05	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143205		
ASU102705	2022-12-05	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143172		
ASU101600	2022-12-21	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143150		
ASU102708	2022-12-25	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143175		
ASU101601	2022-12-10	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143151		
hRSV-A-G43Q55A3	2023-04-17	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882996		
RSV-A/human/USA/OR-S23795/2023	2023-01-23	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522508	Clackamas County	
RSV-A/human/USA/OR-S23800/2023	2023-01-15	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522513	Clackamas County	
PP352380	2022-12-31	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352380		
RSV/Human/USA/MA-Broad_MGB-13777/2022	2022-10-21	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171908		
RSV/Human/USA/MA-Broad_MGB-13681/2022	2022-11-04	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024129		
RSV/Human/USA/MA-Broad_MGB-13706/2022	2022-11-03	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024144		
PP352336	2022-11-01	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352336		
PP352339	2022-11-28	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352339		
PP352335	2022-10-01	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352335		
PP352359	2022-11-30	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352359		
PP352387	2022-12-31	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352387		
RSV-A/human/USA/WA-S25760/2022	2022-10-16	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638711		
HRSV/A/USA/TX-HOU-216767/2023	2023-12-11	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795155		
hRSV-A-G43R32Q2	2023-11-21	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270236		
Kilifi/RSVA/HF20226_2023-03-02	2023-03-02	Kenya	Africa	A.D.5.2	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162281		
hRSV-A-HS15889	2022-10-20	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903834		
PP760388	2022-10-31	USA	North America	A.D.5.2	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	PP760388		
RSV-A/human/USA/WA-S24028/2022	2022-11-03	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601478	King County WA	
RSV-A/human/USA/WA-S23762/2022	2022-11-09	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522475	King County WA	
ASU102721	2023-01-14	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143185		
ASU102732	2022-12-29	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143192		
ASU102760	2023-01-08	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143211		
HRSV/A/USA/TX-HOU-216687/2023	2023-12-05	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882678		
ASU101610	2022-12-16	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143156		
PP352343	2022-11-01	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352343		
PP352372	2022-11-30	USA	North America	A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352372		
hRSV-A-G43R24E6	2023-11-02	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270235		
hRSV-A-HCV12045	2022-11-27	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915771		
hRSV-A-HCV12049	2022-11-27	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915766		
hRSV-A-HS16266	2022-11-20	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882977		
hRSV-A-HS16096	2022-11-13	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882997		
ASU101603	2022-12-09	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143153		
MN-MDH-RSVA-00982	2024-01-15	USA	North America	A.D.5.2	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762486		
MN-MDH-RSVA-00821	2024-02-01	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973756		
MN-MDH-RSVA-00832	2024-02-06	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973767		
hRSV-A-G43R67M6	2024-01-11	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781400		
hRSV-A-G43R67U6	2024-01-18	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781395		
hRSV-A-G43R59K0	2024-01-03	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781394		
hRSV-A-G43S14N3	2024-03-20	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903810		
RSVA/human/USA/NM-USAFSAM-R00025/2022	2022-11-23	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681254		
RSVA/human/USA/NE-USAFSAM-R00016/2022	2022-12-07	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681246		
RSVA/human/USA/MO-USAFSAM-R00038/2022	2022-12-13	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681266		
RSVA/human/USA/MO-USAFSAM-R00019/2022	2022-12-07	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681249		
RSVA/human/USA/AK-USAFSAM-R00008/2022	2022-11-27	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681282		
hRSV-A-G43R47T6	2023-12-11	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270261		
hRSV-A-W13K03E0	2022-08-24	USA	North America	A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872584		
hRSV-A-W13K35Y9	2022-10-21	USA	North America	A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872606		
hRSV-A-HCV11500	2022-11-10	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915740		
hRSV-A-G43R80X9	2024-01-30	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781393		
hRSV-A-G43R56B4	2023-12-21	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781404		
hRSV-A-G43S23D7	2024-04-11	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903833		
RSV/Human/USA/MA-Broad_MGB-13709/2022	2022-11-03	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024117		
RSV/Human/USA/MA-Broad_MGB-13760/2022	2022-10-26	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171924		
RSV/Human/USA/MA-Broad_MGB-13756/2022	2022-10-28	USA	North America	A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171913		
hRSV-A-G43R82W5	2024-01-26	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781422		
HRSV/A/USA/TX-HOU-216290/2023	2023-11-21	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882676		
HRSV/A/USA/TX-HOU-215482/2023	2023-10-29	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795143		
HRSV/A/USA/TX-HOU-215756/2023	2023-11-15	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795150		
HRSV/A/USA/TX-HOU-215329/2023	2023-10-18	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882672		
011-0027	2023-10-10	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762743		
ASU102770	2022-12-01	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143215		
RSVA/human/USA/AK-USAFSAM-R00017/2022	2022-12-06	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681247		
RSVA/human/USA/AK-USAFSAM-R00036/2022	2022-12-12	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681265		
HRSV/A/USA/TX-HOU-216699/2023	2023-11-28	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882669		
MN-MDH-RSVA-00144	2023-10-28	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386354		
MN-MDH-RSVA-00445	2023-12-06	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830380		
MN-MDH-RSVA-00338	2023-12-23	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709378		
MN-MDH-RSVA-00346	2024-01-01	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709393		
MN-MDH-RSVA-00766	2024-04-04	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957779		
MN-MDH-RSVA-00337	2024-01-09	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709401		
MN-MDH-RSVA-00335	2023-12-28	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709387		
MN-MDH-RSVA-00345	2023-12-19	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709371		
MN-MDH-RSVA-00342	2024-01-05	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709399		
MN-MDH-RSVA-00347	2024-01-09	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709400		
MN-MDH-RSVA-00680	2024-03-17	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934462		
MN-MDH-RSVA-00829	2024-02-04	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973764		
MN-MDH-RSVA-00672	2024-02-29	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934454		
MN-MDH-RSVA-00840	2024-02-10	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973775		
MN-MDH-RSVA-00839	2024-02-10	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973774		
MN-MDH-RSVA-00451	2023-12-14	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830386		
MN-MDH-RSVA-00450	2023-12-11	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830385		
MN-MDH-RSVA-00594	2024-01-14	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910754		
MN-MDH-RSVA-00842	2024-02-16	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973777		
MN-MDH-RSVA-00761	2024-04-03	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957774		
MN-MDH-RSVA-00601	2024-01-20	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910761		
MN-MDH-RSVA-00675	2024-03-05	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934457		
MN-MDH-RSVA-00828	2024-02-03	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973763		
MN-MDH-RSVA-00837	2024-02-07	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973772		
MN-MDH-RSVA-00830	2024-02-04	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973765		
MN-MDH-RSVA-00838	2024-02-10	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973773		
MN-MDH-RSVA-00831	2024-02-06	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973766		
MN-MDH-RSVA-01011	2024-04-24	USA	North America	A.D.5.2	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762515		
MN-MDH-RSVA-00740	2024-02-02	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957753		
MN-MDH-RSVA-00820	2024-01-28	USA	North America	A.D.5.2	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973755		
MN-MDH-RSVA-00671	2024-02-29	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934453		
RSV-A/human/USA/WA-S25726/2022	2022-11-12	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638677	King County WA	
ASU101598	2022-12-10	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143148		
ASU101595	2022-12-08	USA	North America	A.D.5.2	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143145		
HRSV/A/USA/TX-HOU-215248/2023	2023-10-11	USA	North America	A.D.5.2	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795135		
RSV-A/human/USA/WA-S23753/2022	2022-11-05	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522466	King County WA	
