strain	date	location	subclade_membership	clade_membership	country	database	region	accession	author
GS_00A4V3F.1	2023-12-12		D.1	5a.2a.1	USA			GS_00A4V3F.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5AF8.1	2024-01-03		D.1	5a.2a.1	USA			GS_00A5AF8.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A4QWZ.1	2023-11-29		D.1	5a.2a.1	USA			GS_00A4QWZ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009WNZB.1	2023-12-02		D.1	5a.2a.1	USA			GS_009WNZB.1	Lauring, A. S.; Papalambros, L. K.
GS_00A4ULF.1	2023-12-04		D.1	5a.2a.1	USA			GS_00A4ULF.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9PXN.1	2023-12-05		D.1	5a.2a.1	USA			GS_00A9PXN.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKXB0.1	2023-09-23		D.1	5a.2a.1	USA			GS_00AKXB0.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009Z7R2.1	2023-09-24		D.1	5a.2a.1	USA			GS_009Z7R2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5CAG.1	2024-01-01		D.1	5a.2a.1	USA			GS_00A5CAG.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ZNUF.1	2024-01-10		D.1	5a.2a.1	USA			GS_009ZNUF.1	Lauring, A. S.; Papalambros, L. K.
GS_00AHBWK.1	2024-01-14		D.1	5a.2a.1	USA			GS_00AHBWK.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9RRY.1	2024-01-19		D.1	5a.2a.1	USA			GS_00A9RRY.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009Z7CV.1	2023-11-06		D.1	5a.2a.1	USA			GS_009Z7CV.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009WNJ7.1	2023-11-28		D.1	5a.2a.1	USA			GS_009WNJ7.1	Lauring, A. S.; Papalambros, L. K.
GS_009Y9BX.1	2023-12-06		D.1	5a.2a.1	USA			GS_009Y9BX.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0369.1	2023-12-10		D.1	5a.2a.1	USA			GS_00A0369.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5ADC.1	2023-12-15		D.1	5a.2a.1	USA			GS_00A5ADC.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A56XD.1	2024-01-24		D.1	5a.2a.1	USA			GS_00A56XD.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKPAA.1	2024-01-24		D.1	5a.2a.1	USA			GS_00AKPAA.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092LG3.1	2023-01-04		D	5a.2a.1	USA			GS_0092LG3.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091P3U.1	2022-12-17		D	5a.2a.1	USA			GS_0091P3U.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092QF1.1	2022-12-15		D	5a.2a.1	USA			GS_0092QF1.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009272A.1	2022-12-15		D	5a.2a.1	USA			GS_009272A.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092MBC.1	2022-11-11		D	5a.2a.1	USA			GS_0092MBC.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092C8T.1	2022-11-12		D	5a.2a.1	USA			GS_0092C8T.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A6Y2.1	2023-02-02		D	5a.2a.1	USA			GS_009A6Y2.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092AJ8.1	2022-11-20		D	5a.2a.1	USA			GS_0092AJ8.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009QM0P.1	2022-12-27		D	5a.2a.1	USA			GS_009QM0P.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009QM1M.1	2022-12-29		D	5a.2a.1	USA			GS_009QM1M.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0096HV5.1	2022-12-11		D	5a.2a.1	USA			GS_0096HV5.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_0096HSB.1	2022-12-11		D	5a.2a.1	USA			GS_0096HSB.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_008ZDCQ.1	2022-12-15		D	5a.2a.1	Germany			GS_008ZDCQ.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_008ZCWN.1	2022-12-18		D	5a.2a.1	Germany			GS_008ZCWN.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_008ZHCL.1	2022-12-19		D	5a.2a.1	Germany			GS_008ZHCL.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_008ZFHB.1	2022-12-20		D	5a.2a.1	Germany			GS_008ZFHB.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_0092CQU.1	2022-12-22		D	5a.2a.1	USA			GS_0092CQU.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00927QZ.1	2022-11-24		D	5a.2a.1	USA			GS_00927QZ.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00903XT.1	2022-11-25		D	5a.2a.1	USA			GS_00903XT.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008YLH8.1	2022-11-29		D	5a.2a.1	USA			GS_008YLH8.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Garrett, C. M.; Kramer, D. L.; Hanson, J. F.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.
GS_008VS09.1	2022-11-27		D	5a.2a.1	USA			GS_008VS09.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092LLU.1	2022-11-28		D	5a.2a.1	USA			GS_0092LLU.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091L7P.1	2022-12-21		D	5a.2a.1	USA			GS_0091L7P.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091L11.1	2022-12-21		D	5a.2a.1	USA			GS_0091L11.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00927AU.1	2022-11-29		D	5a.2a.1	USA			GS_00927AU.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009045B.1	2022-11-28		D	5a.2a.1	USA			GS_009045B.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092KPP.1	2022-11-29		D	5a.2a.1	USA			GS_0092KPP.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ABNH.1	2023-03-11		D	5a.2a.1	USA			GS_009ABNH.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0096E3T.1	2022-12-06		D	5a.2a.1	USA			GS_0096E3T.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_0092BK5.1	2022-12-04		D	5a.2a.1	USA			GS_0092BK5.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0096F8G.1	2022-12-07		D	5a.2a.1	USA			GS_0096F8G.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_0092CYC.1	2022-12-05		D	5a.2a.1	USA			GS_0092CYC.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A5X5.1	2023-01-14		D	5a.2a.1	USA			GS_009A5X5.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009QNFS.1	2023-01-27		D	5a.2a.1	USA			GS_009QNFS.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008YLDH.1	2022-12-06		D	5a.2a.1	USA			GS_008YLDH.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Garrett, C. M.; Kramer, D. L.; Hanson, J. F.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.
GS_0094M9C.1	2023-01-01		D	5a.2a.1	United Kingdom			GS_0094M9C.1	Williams, T. G. S.; Nebbia, G.; Alder, C.; Snell, L. B.
GS_0094M8E.1	2022-12-31		D	5a.2a.1	United Kingdom			GS_0094M8E.1	Williams, T. G. S.; Nebbia, G.; Alder, C.; Snell, L. B.
GS_009299U.1	2022-12-07		D	5a.2a.1	USA			GS_009299U.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0096JGX.1	2022-12-12		D	5a.2a.1	USA			GS_0096JGX.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_0096HZX.1	2022-12-11		D	5a.2a.1	USA			GS_0096HZX.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_009280D.1	2022-12-10		D	5a.2a.1	USA			GS_009280D.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092ME6.1	2022-12-11		D	5a.2a.1	USA			GS_0092ME6.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092928.1	2022-12-11		D	5a.2a.1	USA			GS_0092928.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00928P0.1	2022-12-12		D	5a.2a.1	USA			GS_00928P0.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009QKNE.1	2022-12-22		D	5a.2a.1	USA			GS_009QKNE.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009QKT4.1	2022-12-13		D	5a.2a.1	USA			GS_009QKT4.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008ZCXL.1	2022-12-18		D	5a.2a.1	Germany			GS_008ZCXL.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_009A9D4.1	2023-03-05		D	5a.2a.1	USA			GS_009A9D4.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009KDJ4.1	2023-02-18		D	5a.2a.1	USA			GS_009KDJ4.1	s, W. W. F.; l, E. B.; t, J. G.; g, A. L.
GS_0092HNT.1	2022-12-19		D	5a.2a.1	USA			GS_0092HNT.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092HX9.1	2022-12-19		D	5a.2a.1	USA			GS_0092HX9.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091GJ4.1	2022-12-27		D	5a.2a.1	USA			GS_0091GJ4.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_00A0C44.1	2022-12-29		D	5a.2a.1	Mexico			GS_00A0C44.1	Hernandez-Altamirano, J. D.; Ruiz-Higareda, A. F.; Rivas-Estilla, A. M.; Camacho-Ortiz, A.; Bocanegra-Ibarias, P.; Galan-Huerta, K. A.
GS_0091NUC.1	2022-12-27		D	5a.2a.1	USA			GS_0091NUC.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091M10.1	2023-01-01		D	5a.2a.1	USA			GS_0091M10.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008VQVL.1	2022-09-12		D	5a.2a.1	USA			GS_008VQVL.1	Wentworth, D.; Barnes, J.; Garten, R.
GS_008VQJ8.1	2022-09-19		D	5a.2a.1	USA			GS_008VQJ8.1	Wentworth, D.; Barnes, J.; Garten, R.
GS_008VQL4.1	2022-09-20		D	5a.2a.1	USA			GS_008VQL4.1	Wentworth, D.; Barnes, J.; Garten, R.
GS_009A6UA.1	2023-01-22		D	5a.2a.1	USA			GS_009A6UA.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A9YZ.1	2023-03-10		D	5a.2a.1	USA			GS_009A9YZ.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009QPCX.1	2023-02-02		D	5a.2a.1	USA			GS_009QPCX.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A9AA.1	2023-02-18		D	5a.2a.1	USA			GS_009A9AA.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A64R.1	2023-02-20		D	5a.2a.1	USA			GS_009A64R.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V2NN.1	2022-10-04		D	5a.2a.1	USA			GS_008V2NN.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V16N.1	2022-10-06		D	5a.2a.1	USA			GS_008V16N.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008UZCE.1	2022-10-07		D	5a.2a.1	USA			GS_008UZCE.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008UZSK.1	2022-10-11		D	5a.2a.1	USA			GS_008UZSK.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008UZF8.1	2022-10-11		D	5a.2a.1	USA			GS_008UZF8.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V24R.1	2022-10-13		D	5a.2a.1	USA			GS_008V24R.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V88B.1	2022-10-14		D	5a.2a.1	USA			GS_008V88B.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00927CQ.1	2022-10-14		D	5a.2a.1	USA			GS_00927CQ.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V30Y.1	2022-10-15		D	5a.2a.1	USA			GS_008V30Y.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V26M.1	2022-10-22		D	5a.2a.1	USA			GS_008V26M.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V25P.1	2022-10-22		D	5a.2a.1	USA			GS_008V25P.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092J2Z.1	2022-10-23		D	5a.2a.1	USA			GS_0092J2Z.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008VANE.1	2022-10-30		D	5a.2a.1	USA			GS_008VANE.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092J3X.1	2022-10-30		D	5a.2a.1	USA			GS_0092J3X.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092AGD.1	2022-11-01		D	5a.2a.1	USA			GS_0092AGD.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V9EY.1	2022-11-02		D	5a.2a.1	USA			GS_008V9EY.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V8T6.1	2022-11-02		D	5a.2a.1	USA			GS_008V8T6.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008VT8S.1	2022-11-03		D	5a.2a.1	USA			GS_008VT8S.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V90S.1	2022-11-03		D	5a.2a.1	USA			GS_008V90S.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008VSBM.1	2022-11-08		D	5a.2a.1	USA			GS_008VSBM.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V9PD.1	2022-11-08		D	5a.2a.1	USA			GS_008V9PD.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00902ME.1	2022-11-14		D	5a.2a.1	USA			GS_00902ME.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V84K.1	2022-11-14		D	5a.2a.1	USA			GS_008V84K.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008V85H.1	2022-11-15		D	5a.2a.1	USA			GS_008V85H.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008YKWH.1	2022-11-17		D	5a.2a.1	Germany			GS_008YKWH.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Garrett, C. M.; Kramer, D. L.; Hanson, J. F.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.
GS_0092BFE.1	2022-11-18		D	5a.2a.1	USA			GS_0092BFE.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092BGC.1	2022-11-18		D	5a.2a.1	USA			GS_0092BGC.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_008VT08.1	2022-11-22		D	5a.2a.1	USA			GS_008VT08.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00902YS.1	2022-11-25		D	5a.2a.1	USA			GS_00902YS.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00927XK.1	2022-11-25		D	5a.2a.1	USA			GS_00927XK.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0096BH1.1	2022-11-30		D	5a.2a.1	USA			GS_0096BH1.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_0092CL2.1	2022-11-30		D	5a.2a.1	USA			GS_0092CL2.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092ARU.1	2022-12-05		D	5a.2a.1	USA			GS_0092ARU.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092D08.1	2022-12-06		D	5a.2a.1	USA			GS_0092D08.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091G5X.1	2022-12-13		D	5a.2a.1	USA			GS_0091G5X.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Selent, M. U.
GS_0091N01.1	2022-12-12		D	5a.2a.1	USA			GS_0091N01.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092B34.1	2022-12-12		D	5a.2a.1	USA			GS_0092B34.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091NSG.1	2022-12-12		D	5a.2a.1	USA			GS_0091NSG.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092AFF.1	2022-12-12		D	5a.2a.1	USA			GS_0092AFF.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092BBN.1	2022-12-14		D	5a.2a.1	USA			GS_0092BBN.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0092BCL.1	2022-12-14		D	5a.2a.1	USA			GS_0092BCL.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009AZ06.1	2022-12-21		D	5a.2a.1	USA			GS_009AZ06.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A37N.1	2022-12-21		D	5a.2a.1	USA			GS_009A37N.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0096MKM.1	2022-12-28		D	5a.2a.1	USA			GS_0096MKM.1	Fitzsimmons, W.; Bendall, E.; Gilbert, J.; Lauring, A.
GS_00928VN.1	2022-12-27		D	5a.2a.1	USA			GS_00928VN.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009A0NU.1	2022-12-30		D	5a.2a.1	USA			GS_009A0NU.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_0091MQM.1	2023-01-05		D	5a.2a.1	USA			GS_0091MQM.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009EGQ0.1	2023-06-02		D.2	5a.2a.1	Japan			GS_009EGQ0.1	Gruner, W. E.; Muehleman, D. M.; Garrett, C. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Sjoberg, P. A.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.
GS_00A38FE.1	2024-02-16		D.2	5a.2a.1	USA			GS_00A38FE.1	Lauring, A. S.; Papalambros, L. K.
GS_00A5U5A.1	2024-02-09		D.2	5a.2a.1	USA			GS_00A5U5A.1	Lauring, A. S.; Papalambros, L. K.
GS_009SPR0.1	2023-10-12		D.2	5a.2a.1	USA			GS_009SPR0.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_009YAQ3.1	2023-11-13		D.2	5a.2a.1	USA			GS_009YAQ3.1	Lauring, A. S.; Papalambros, L. K.
GS_00A1U5J.1	2023-12-10		D.2	5a.2a.1	USA			GS_00A1U5J.1	Lauring, A. S.; Papalambros, L. K.
GS_009YPG7.1	2024-01-03		D.2	5a.2a.1	Japan			GS_009YPG7.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A0CUP.1	2023-12-05		D.2	5a.2a.1	USA			GS_00A0CUP.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_009WF9Z.1	2023-11-21		D.2	5a.2a.1	USA			GS_009WF9Z.1	Lauring, A. S.; Papalambros, L. K.
GS_009XPUJ.1	2023-12-12		D.2	5a.2a.1	USA			GS_009XPUJ.1	Lauring, A. S.; Papalambros, L. K.
m2-g33df2	2024-01-09	AG	D.2	5a.2a.1	Switzerland	ReVSeq	Europe	m2-g33df2	
GS_00A0XV2.1	2023-12-28		D.2	5a.2a.1	Germany			GS_00A0XV2.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_009YQ9L.1	2023-12-15		D.2	5a.2a.1	United Kingdom			GS_009YQ9L.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AES7Q.1	2023-12-06		D.2	5a.2a.1	USA			GS_00AES7Q.1	Simas, A.; Rothstein, A.; Sum, A.; Muir, G.; Qiu, X.
GS_009W4FY.1	2024-01-25		D.2	5a.2a.1	Switzerland			GS_009W4FY.1	
GS_00A45QW.1	2023-12-17		D.2	5a.2a.1	USA			GS_00A45QW.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_00AFW5N.1	2023-12-28		D.2	5a.2a.1	USA			GS_00AFW5N.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_009Y75B.1	2023-11-21		D.2	5a.2a.1	USA			GS_009Y75B.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
