strain	date	country	region	location	clade_membership	author	accession	database
RSV - A/B_3g01w3	2023-12-29	Switzerland	Europe	BL	A.D.5.2		m2-NmHGDa	ReVSeq
HRSV/A/Japan/23RS028iso/2024	2024-03-16	Japan	Asia		A.D.5.2	Ichikawa,Y.,Saito,R.	LC862079	
WA-UW-56209	2023-12-22	USA	North America		A.D.5.2	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PQ390735	
H20-346-1251	2023-12-15	USA	North America		A.D.5.2	Rothstein,A.P.,Qiu,X.,Collins,S.,Muir,G.,Simas,A.,Sum,A.,Lu,B.,Cosca,B.,Girinathan,B.,Leeson,P.,Phillipson,C.W.,Plocik,A.,Simen,B.	PQ117647	
LC816571	2023-08-08	Japan	Asia		A.D.5.2	Ichikawa,Y.,Saito,R.	LC816571	
LC816569	2023-08-14	Japan	Asia		A.D.5.2	Ichikawa,Y.,Saito,R.	LC816569	
LC816570	2023-08-31	Japan	Asia		A.D.5.2	Ichikawa,Y.,Saito,R.	LC816570	
RSV-A/human/USA/MA-Broad_MGH-16036/2023	2023-10-31	USA	North America		A.D.5.2	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178351	
RSV-A/human/USA/MA-Broad_MGH-16135/2023	2023-11-25	USA	North America		A.D.5.2	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178472	
026-0041	2023-12-30	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762863	
040-0025	2024-01-12	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762998	
040-0056	2023-12-23	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763027	
039-0012	2023-12-04	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762972	
036-0022	2023-12-26	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762957	
006-0006	2023-11-22	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737344	
004-0004	2023-11-22	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762621	
041-0005	2024-03-11	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763035	
hRSV-A-W13J76L7	2022-06-24	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872634	
RSV/Human/USA/MA-Broad_MGB-13722/2022	2022-11-14	USA	North America		A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024134	
PP352348	2022-10-21	USA	North America		A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352348	
PP352366	2022-11-01	USA	North America		A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352366	
hRSV/A/Germany/22-00290/2021	2021-10-11	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795425	
hRSV/A/Panama/ICGES-344/2023	2023-08-11	Panama	North America		A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618079	
RSV/Human/USA/MA-Broad_MGB-13657/2022	2022-11-05	USA	North America		A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024131	
RSV/Human/USA/MA-Broad_MGB-13699/2022	2022-11-03	USA	North America		A.D.5.2	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024147	
PP508185	2023-04-21	Peru	South America		A.D.5.2	Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.	PP508185	
PP508183	2023-04-18	Peru	South America		A.D.5.2	Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.	PP508183	
PP508184	2023-04-21	Peru	South America		A.D.5.2	Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.	PP508184	
A18321037	2022-10-11	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969966	
Patient_E_D14	2021-04-07	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500266	
Patient_E_D12	2021-04-07	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500265	
Patient_E_D17	2021-04-07	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500267	
hRSV/A/Germany/22-01320/2021	2021-11-04	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795450	
hRSV/A/Germany/22-01311/2021	2021-11-09	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795449	
hRSV/A/Germany/22-00857/2021	2021-10-26	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795439	
RSVLO434	2021-09-12	United Kingdom	Europe		A.D.5.2	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348808	
hRSV/A/Germany/22-01974/2021	2021-11-22	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795457	
hRSV/A/Germany/21-07026/2021	2021-09-20	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795417	
hRSV/A/Germany/21-07100/2021	2021-09-21	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795419	
A18321081	2022-10-10	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969980	
hRSV/A/Germany/23-00870/2022	2022-11-07	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795476	
hRSV/A/Germany/23-00712/2022	2022-11-03	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795474	
Patient_G_D5	2021-04-01	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500258	
Patient_G_D10	2021-04-01	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500259	
Patient_G_D2	2021-04-01	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500257	
HRSV/A/BEL/RVRA126/2020	2021-04-04	Belgium	Europe		A.D.5.2	Delputte,P.,Stobbelaar,K.	PQ376588	
Patient_A_D7	2021-04-30	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500268	
Patient_C_D0	2021-04-01	France	Europe		A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500269	
hRSV/A/Germany/22-03065/2022	2022-01-10	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795471	
hRSV/A/Germany/22-02371/2021	2021-12-08	Germany	Europe		A.D.5.2	Kondgen,S.,Reiche,J.	OR795467	
hRSV-A-W13J50D6	2022-05-11	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872609	
hRSV-A-W13K17K2	2022-09-22	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872617	
hRSV-A-W13K17H5	2022-09-19	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872638	
A18321080	2022-12-01	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969979	
A18321019	2022-09-26	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969954	
A18321099	2022-11-12	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970015	
A18321085	2022-11-16	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970006	
2401V020003	2024-01-01	France	Europe		A.D.5.2	Caillault,A.,Fourati,S.	PQ899923	
040-0010	2023-12-13	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762984	
018-0004	2023-12-09	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762802	
006-0031	2023-10-20	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737352	
006-0027_3aj85p	2023-10-20	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762629	
007-0004_1t10i9	2023-10-28	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737355	
006-0031_5eoo5d	2023-10-28	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762632	
031-0021	2024-01-05	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762894	
006-0029_1zs61i	2023-10-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737351	
006-0023	2023-10-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762628	
006-0023_3u9di8	2023-11-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737348	
006-0006_69c04v	2023-11-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762625	
006-0028_7h3uc3	2023-10-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737350	
006-0022_25hq84	2023-10-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762627	
007-0005_5gvqdd	2023-10-29	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ737356	
006-0032_37w0ub	2023-10-29	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762633	
031-0002	2023-12-10	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762878	
031-0020	2023-12-08	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762893	
031-0032	2023-12-04	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762900	
040-0051	2023-11-26	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763022	
030-0002	2023-11-28	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763166	
031-0012	2023-12-04	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762885	
012-0014	2024-01-30	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763065	
031-0023	2023-12-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762895	
031-0018	2023-12-26	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762891	
031-0041	2023-12-30	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763169	
031-0004	2023-12-19	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762880	
031-0015	2023-12-06	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762888	
031-0016	2023-11-15	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762889	
031-0043	2023-10-27	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762907	
015-0017	2023-11-20	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763081	
004-0008	2023-12-30	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763040	
036-0015	2023-11-07	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763142	
031-0027	2023-11-15	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763125	
018-0006	2023-12-12	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762804	
2402V080203	2024-02-08	France	Europe		A.D.5.2	Caillault,A.,Fourati,S.	PQ899858	
019-0028	2024-01-07	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763103	
019-0024	2023-12-29	France	Europe		A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763100	
hRSV-A-HS10303	2021-10-26	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915773	
hRSV-A-W13K31W9	2022-10-16	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872597	
hRSV-A-W13J82D4	2022-07-08	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872631	
hRSV-A-D13J36G0	2022-10-26	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872601	
hRSV-A-W13J75Y8	2022-06-24	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872586	
hRSV-A-W13J87D6	2022-07-11	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872594	
hRSV-A-D13J35K4	2022-10-25	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872635	
hRSV-A-MHM2513	2022-11-28	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915750	
hRSV-A-G43Q56E3	2023-05-01	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883006	
hRSV-A-D13J36F4	2022-10-26	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872603	
hRSV-A-W13J82U2	2022-07-15	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872595	
hRSV-A-W13K31O5	2022-10-13	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872613	
hRSV-A-W13K18M4	2022-09-18	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872643	
hRSV-A-G43R89D4	2024-01-31	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781424	
hRSV-A-HCV11041	2022-10-31	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915745	
hRSV-A-HCV11079	2022-10-31	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915730	
hRSV-A-HS15960	2022-10-29	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903828	
hRSV-A-HS16354	2022-12-17	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883012	
hRSV-A-HS16415	2022-12-16	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883004	
hRSV-A-HS16305	2022-12-14	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883008	
hRSV-A-G43R76I4	2024-01-09	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781411	
hRSV-A-HS15787	2022-10-06	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903822	
hRSV-A-HS16118	2022-11-12	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882970	
hRSV-A-G43Q32L3	2023-02-28	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882995	
hRSV-A-G43Q42F6	2023-03-24	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882971	
hRSV-A-HS15585	2022-09-12	USA	North America		A.D.5.2	Bendall,E.E.,Lauring,A.S.	PQ066218	
hRSV-A-HS15650	2022-09-22	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903826	
hRSV-A-HS15626	2022-09-17	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903829	
hRSV-A-HS15868	2022-10-19	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903835	
hRSV-A-HS15866	2022-10-19	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903816	
hRSV-A-HCV10167	2022-10-02	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915751	
hRSV-A-HCV10169	2022-10-02	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915741	
hRSV-A-HCV10583	2022-10-16	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915752	
hRSV-A-W13K35T8	2022-10-25	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872582	
hRSV-A-G43Q71T2	2023-06-28	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883022	
hRSV-A-HS16189	2022-11-23	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882979	
hRSV-A-HS16231	2022-11-25	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882998	
hRSV-A-HS16245	2022-12-07	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882990	
hRSV-A-HS16009	2022-11-07	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882976	
hRSV-A-HS16052	2022-11-03	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883013	
hRSV-A-HS16234	2022-11-27	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882987	
hRSV-A-HS16230	2022-11-27	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882993	
hRSV-A-HS16233	2022-11-27	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883015	
hRSV-A-HS16179	2022-11-22	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883021	
hRSV-A-HS15978	2022-10-28	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883001	
hRSV-A-HS15997	2022-11-04	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882989	
hRSV-A-HS15991	2022-11-03	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903808	
hRSV-A-HS15927	2022-10-26	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903820	
hRSV-A-HS15925	2022-10-26	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903831	
hRSV-A-HS15926	2022-10-26	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903832	
hRSV-A-HS15988	2022-10-31	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882983	
hRSV-A-HS15989	2022-10-31	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883019	
hRSV-A-HCV10684	2022-10-20	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915757	
hRSV-A-HCV11139	2022-11-02	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915746	
hRSV-A-HCV11475	2022-11-10	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915759	
hRSV-A-HCV10937	2022-10-27	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915748	
hRSV-A-HS16500	2023-01-01	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915736	
hRSV-A-HS16503	2023-01-01	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915743	
hRSV-A-HS16496	2023-01-01	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915761	
hRSV-A-G43R53U9	2023-12-17	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781379	
hRSV-A-G43R76E2	2024-01-17	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781421	
hRSV-A-HS16061	2022-11-14	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882980	
hRSV-A-HS15902	2022-10-24	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903807	
hRSV-A-HS16060	2022-11-11	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883016	
hRSV-A-HCV10457	2022-10-13	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915733	
hRSV-A-MHM2430	2022-10-11	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915747	
hRSV-A-W13K29N4	2022-10-16	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872593	
hRSV-A-MHM2455	2022-10-24	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915755	
hRSV-A-HS16342	2022-12-13	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883011	
hRSV-A-HCV12616	2022-12-11	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915763	
hRSV-A-W13K35D9	2022-10-25	USA	North America		A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872642	
hRSV-A-HS15805	2022-10-09	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903811	
hRSV-A-MHM2578	2022-12-11	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915731	
hRSV-A-HS16444	2022-12-26	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915762	
hRSV-A-HS15816	2022-10-11	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP903818	
hRSV-A-G43R92L6	2024-02-15	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781423	
A19160796	2023-11-24	Ireland	Europe		A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970002	
hRSV-A-HS16579	2023-01-07	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915729	
hRSV-A-HCV11932	2022-11-22	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915768	
hRSV-A-MHM2562	2022-12-15	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915753	
hRSV-A-MHM2608	2022-12-17	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915739	
hRSV-A-MHM2563	2022-12-15	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915742	
hRSV-A-MHM2540	2022-12-12	USA	North America		A.D.5.2	Lauring,A.S.,Papalambros,L.K.	OR915749	
PP352370	2022-11-30	USA	North America		A.D.5.2	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352370	
