strain	date	country	region	clade_membership	author	accession	location	database
RSV-A/human/USA/WA-S25771/2023	2023-01-29	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638722	King County WA	
hRSV/A/USA/NY-Wadsworth-24015532-01/2024	2024-04-24	USA	North America	A.D.1.5	Bonificio,B.,Schnurr,V.,Russel,A.,Griesemer,S.,Lamson,D.M.,St. George,K.	PP978496		
A19160803	2023-11-27	Ireland	Europe	A.D.1.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969987		
A19160782	2023-11-20	Ireland	Europe	A.D.1.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970040		
A19160758	2023-10-13	Ireland	Europe	A.D.1.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970024		
MN-MDH-RSVA-00549	2024-01-17	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847391		
MN-MDH-RSVA-00436	2024-02-13	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP852062		
MN-MDH-RSVA-01022	2024-06-19	USA	North America	A.D.1.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762526		
MN-MDH-RSVA-00608	2024-01-26	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910768		
MN-MDH-RSVA-00926	2024-03-12	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978537		
040-0033	2023-10-04	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ763004		
040-0013	2023-11-28	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762987		
040-0042	2023-12-26	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ763013		
031-0014	2023-12-12	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762887		
031-0044	2023-12-01	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762908		
031-0035	2023-12-04	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762901		
031-0024	2023-12-05	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762896		
hRSV-A-G43R22F6	2023-11-01	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270243		
RSV-A/human/USA/MA-Broad_MGH-16602/2023	2023-12-15	USA	North America	A.D.1.5	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178325		
RSV-A/human/USA/OR-S24493/2023	2023-10-25	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP084057	Multnomah County OR	
RSV-A/human/USA/OR-S24686/2023	2023-12-05	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342426	Multnomah County OR	
RSV-A/human/USA/OR-S25511/2023	2023-12-11	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Stone,J.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PQ008881	Multnomah County OR	
RSV-A/human/USA/OR-S24676/2023	2023-11-19	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342416	Multnomah County OR	
RSV-A/human/USA/WA-S24691/2023	2023-12-13	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342431	Clark County WA	
RSV-A/human/USA/OR-S24699/2023	2023-12-20	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342439	Washington County OR	
RSV-A/human/USA/OR-S24229/2023	2023-10-22	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR975307	Multnomah County OR	
RSV-A/human/USA/OR-S24682/2023	2023-12-04	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342422	Clackamas County	
RSV-A/human/USA/OR-S24698/2023	2023-12-20	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342438	Clackamas County	
RSV-A/human/USA/WA-S24695/2023	2023-12-17	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342435	King County WA	
RSV-A/human/USA/WA-S25507/2024	2024-01-01	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Stone,J.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PQ008877	King County WA	
RSV-A/human/USA/OR-S24230/2023	2023-10-24	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR975308	Clackamas County	
RSV-A/human/USA/OR-S24494/2023	2023-11-02	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP084058	Multnomah County OR	
RSV-A/human/USA/OR-S24701/2024	2024-01-04	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342441	Multnomah County OR	
RSV-A/human/USA/OR-S24679/2023	2023-11-30	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342419	Clackamas County	
070103008	2020-01-27	Russia	Europe	A.D.1	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	PP376446		
hRSV/A/Germany/21-07326/2021	2021-09-28	Germany	Europe	A.D.1	Kondgen,S.,Reiche,J.	OR795421		
hRSV/A/Germany/22-01286/2021	2021-10-19	Germany	Europe	A.D.1	Kondgen,S.,Reiche,J.	OR795446		
hRSV/A/Panama/ICGES-139/2020	2020-01-15	Panama	North America	A.D.1	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618033		
hRSV/A/Panama/ICGES-82/2019	2019-07-03	Panama	North America	A.D.1	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618035		
RSVLO441	2021-09-15	United Kingdom	Europe	A.D.1.4	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348809		
hRSV-A-HS16619	2023-01-19	USA	North America	A.D.1.4	Lauring,A.S.,Papalambros,L.K.	OR915735		
RSVLO476	2021-09-23	United Kingdom	Europe	A.D.1.4	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348815		
WA-SCH-9357150	2024-02-19	USA	North America	A.D.1.4	Roychoudhury,P.,Klein,E.J.,Strelitz,B.,Grioni,H.,Moline,H.L.,Tannis,A.,Ellis,S.E.,Xie,H.,Kong,K.,Sereewit,J.,Greninger,A.,Englund,J.A.	PP770472		
ASU102757	2022-12-19	USA	North America	A.D.1.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143209		
RSV/Human/USA/MA-Broad_MGB-13685/2022	2022-11-04	USA	North America	A.D.1.4	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024155		
RSV-A/human/USA/WA-S23783/2022	2022-10-17	USA	North America	A.D.1.4	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522496	King County WA	
PP760419	2022-10-04	USA	North America	A.D.1.4	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	PP760419		
hRSV/A/USA/2022R3AE2/2022	2022-10-04	USA	North America	A.D.1.4	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.,Sobolik,E.	OP890314		
ASU102727	2022-12-25	USA	North America	A.D.1.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143188		
RSVA/human/USA/ND-USAFSAM-R00009/2022	2022-12-05	USA	North America	A.D.1.4	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681283		
RSVA/human/USA/AZ-USAFSAM-R00010/2022	2022-12-06	USA	North America	A.D.1.4	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681242		
ASU101583	2022-12-13	USA	North America	A.D.1.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143137		
PP352344	2022-11-18	USA	North America	A.D.1.4	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352344		
DW-RAT-036	2022-07-22	Australia	Oceania	A.D.1.4	Steinig JOACHIM,E.	OY757684		
DW-RAT-088	2022-07-22	Australia	Oceania	A.D.1.4	Steinig JOACHIM,E.	OY757638		
DW-RAT-081	2022-07-15	Australia	Oceania	A.D.1.4	Steinig JOACHIM,E.	OY757595		
DW-RAT-028	2022-07-15	Australia	Oceania	A.D.1.4	Steinig JOACHIM,E.	OY757641		
A19160768	2023-10-31	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970032		
A19160763	2023-10-28	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970028		
A19160769	2023-10-26	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970033		
A19160805	2023-11-26	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969989		
A19160794	2023-11-17	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970000		
A19160772	2023-11-02	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970018		
A19160801	2023-11-16	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969985		
A19160812	2023-11-24	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969957		
A19160813	2023-11-23	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969958		
A19160802	2023-11-27	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969986		
A19160814	2023-11-15	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969959		
A19160799	2023-11-17	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970005		
A19160778	2023-11-06	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970037		
A19160760	2023-10-19	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970061		
A19160807	2023-11-29	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969991		
A19160788	2023-11-19	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970046		
A19160786	2023-11-15	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970044		
A19160783	2023-11-19	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970041		
A19160817	2023-12-04	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969962		
A19160818	2023-12-04	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969963		
A19160761	2023-10-20	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970026		
A19160756	2023-10-11	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970022		
A19160773	2023-11-01	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970019		
A19160811	2023-11-22	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969956		
A19160800	2023-11-16	Ireland	Europe	A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969984		
RSVLO760	2022-09-01	United Kingdom	Europe	A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348960		
RSVLO766	2022-09-27	United Kingdom	Europe	A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348963		
RSVLO765	2022-09-27	United Kingdom	Europe	A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348962		
RSVLO862	2022-09-27	United Kingdom	Europe	A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349019		
RSV-A/human/USA/MA-Broad_BWH-19942/2023	2023-10-02	USA	North America	A.D.1	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178270		
2312V040309	2023-12-04	France	Europe	A.D.1	Caillault,A.,Fourati,S.	PQ899877		
012-0004	2023-12-19	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762769		
2401V120102	2024-01-11	France	Europe	A.D.1	Caillault,A.,Fourati,S.	PQ899850		
2401V030035	2024-02-02	France	Europe	A.D.1	Caillault,A.,Fourati,S.	PQ899926		
018-0002	2023-11-20	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762801		
011-0049	2023-12-20	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ763064		
2310V290002	2023-10-28	France	Europe	A.D.1	Caillault,A.,Fourati,S.	PQ899862		
2312V080145	2023-12-08	France	Europe	A.D.1	Caillault,A.,Fourati,S.	PQ899888		
006-0027	2023-12-05	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ737349		
006-0010	2023-12-05	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762626		
HRSV/A/Japan/23RS032iso/2024	2024-04-02	Japan	Asia	A.D.1	Ichikawa,Y.,Saito,R.	LC862016		
011-0009	2023-11-24	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762726		
025-0016	2023-12-22	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ763112		
011-0002	2023-10-31	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762721		
011-0034	2023-10-30	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762749		
013-0026	2024-01-06	France	Europe	A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ763071		
