strain	filter	kwargs
MN617562	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP373528	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ004490	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462423	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU386477	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191367	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OQ383066	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KF178983	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DM090734	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH482737	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617668	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB251535	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY295960	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU262947	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351055	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243462	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN166989	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB119486	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986917	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP444888	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461621	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF929848	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617621	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU221011	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461747	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PQ424509	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF525635	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461494	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243263	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462635	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY251041	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229766	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HW270094	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243412	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP622429	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462519	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF525605	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU221013	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF907741	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OQ383112	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC350987	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HW270070	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518446	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DM090722	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351148	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ023122	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OZ211388	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ453083	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351034	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462597	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT853720	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT341733	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ104502	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY286142	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY837871	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617601	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243303	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY145263	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229445	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518474	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632633	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF929862	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ529372	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ317216	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT032157	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY216960	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ452998	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462527	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243671	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY286139	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU320966	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986882	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AF371350	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY485252	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK947195	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU221015	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU254676	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY485243	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT807504	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ599212	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HW270190	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
FJ188475	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY848867	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN167005	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP373558	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT371621	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229564	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK450194	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617572	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
CQ840367	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617456	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KR138310	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP444907	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY622294	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC709734	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351039	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617616	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH356806	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU221045	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KF729939	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243184	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY294890	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OR135602	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK080278	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK450207	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462593	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229705	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF907713	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY168985	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY312208	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB251537	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243566	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462509	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
FU263002	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH482676	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KJ131458	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF409353	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ864253	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ453061	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF325371	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ262565	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AM056033	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU386473	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ318787	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH356796	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT853667	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243583	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988815	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ452970	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN604829	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY145244	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT371675	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB251513	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986911	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243637	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243648	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617609	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ362948	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191319	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF639219	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU254691	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU698020	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
